pageid,title,name
152816,Mads Bærentzen,Mads Bærentzen
224634,Steen Christensen,Steen Christensen
707915,Carsten Dahl,Carsten Dahl
214521,Jørgen Emborg,Jørgen Emborg
1154896,Henrik Gunde,Henrik Gunde
393579,Nikolaj Hess,Nikolaj Hess
342705,Bent Hesselmann,Bent Hesselmann
355559,Jan Kaspersen,Jan Kaspersen
849951,Boris Rabinowitsch,Boris Rabinowitsch
969713,Kathrine Windfeld (musiker),Kathrine Windfeld
735786,Henrik Goldschmidt,Henrik Goldschmidt
259924,Lars Hannibal,Lars Hannibal
258464,Carl Helsted,Carl Helsted
308574,Erling Møldrup,Erling Møldrup
96948,Kaare Norge,Kaare Norge
12826,Victor Borge,Victor Borge
707915,Carsten Dahl,Carsten Dahl
1114362,Catharine Wernicke,Catharine Wernicke
523136,Maya Albana,Maya Albana
403325,Fallulah,Fallulah
720602,Jørgen Fonemy,Jørgen Fonemy
1126167,John Guldberg,John Guldberg
168070,Thomas Helmig,Thomas Helmig
436998,Nana Jacobi,Nana Jacobi
13227,Flemming Bamse Jørgensen,Flemming Bamse Jørgensen
1160440,Rumle Kærså,Rumle Kærså
561201,Jens Nielsen (komponist),Jens Nielsen
705956,Coco O.,Coco O.
28880,Allan Olsen (sanger),Allan Olsen
1072520,Tobias Rahim,Tobias Rahim
99094,Søren Rasted,Søren Rasted
12391,Tommy Seebach,Tommy Seebach
785735,Patrick Spiegelberg,Patrick Spiegelberg
1148862,Svea S,Svea S
178188,Peter Abrahamsen,Peter Abrahamsen
1022156,Grethe Agatz,Grethe Agatz
436448,Patrick Alexander,Patrick Alexander
689877,Kamilia Amélie,Kamilia Amélie
41757,Benny Andersen,Benny Andersen
1005109,Ove Bager,Ove Bager
233022,Henrik Balling,Henrik Balling
453311,Viggo Barfoed,Viggo Barfoed
303798,Basim,Basim
421198,Jakob Batten,Jakob Batten
145499,Baya,Baya
655602,Laus Bengtsson,Laus Bengtsson
1118898,Søren Bentzen,Søren Bentzen
145149,Asger Berg,Asger Berg
203797,Harald Bergstedt,Harald Bergstedt
716726,Aage Berntsen,Aage Berntsen
734069,Ole Berthelsen (sanger),Ole Berthelsen
228489,Peter Biker,Peter Biker
413491,Mogens Binderup,Mogens Binderup
767679,Annette Bjergfeldt,Annette Bjergfeldt
496227,Nanna Kalinka Bjerke,Nanna Kalinka Bjerke
287131,Sys Bjerre,Sys Bjerre
1007072,Katinka Bjerregaard,Katinka Bjerregaard
418181,Peter Bjørnskov,Peter Bjørnskov
974470,Christian Bogø,Christian Bogø
282349,Niels Brinck,Niels Brinck
415603,Ester Brohus,Ester Brohus
268632,Carl Bruun,Carl Bruun
1098098,Clara Bryld,Clara Bryld
1116091,Tina Buchholtz,Tina Buchholtz
289935,Leopold Budde,Leopold Budde
413296,Lise Cabble,Lise Cabble
799570,Caroline Castell,Caroline Castell
417995,Christina Chanée,Christina Chanée
976459,Saint Clara,Saint Clara
280614,Cutfather,Cutfather
910079,Jonas Dahl (musiker),Jonas Dahl
402986,Erann DD,Erann DD
83605,Lonnie Devantier,Lonnie Devantier
902935,Albert Dyrlund,Albert Dyrlund
995415,Susanne Dähn-Leach,Susanne Dähn-Leach
260448,Mass Ebdrup,Mass Ebdrup
448020,Elisabeth Edberg,Elisabeth Edberg
550368,Engelina,Engelina
214746,Morten Eskesen,Morten Eskesen
292651,René Evald,René Evald
438868,Villiam Faber,Villiam Faber
755292,Mathilde Falch,Mathilde Falch
58806,Michael Falch,Michael Falch
403325,Fallulah,Fallulah
268641,Benjamin Feddersen,Benjamin Feddersen
41491,Søs Fenger,Søs Fenger
147775,Hans Christian Fogtmann Lauridsen,Hans Christian Fogtmann Lauridsen
271722,Nina Forsberg,Nina Forsberg
299193,Marie Frank,Marie Frank
1157752,Gadejørgen,Gadejørgen
234317,Alex Garff,Alex Garff
332774,Gunnar Geertsen,Gunnar Geertsen
1106335,Selina Gin,Selina Gin
433857,John Gordon,John Gordon
644609,Anders Greis,Anders Greis
105203,Henrik Hall,Henrik Hall
507921,Philip Halloun,Philip Halloun
647679,Klaus Handsome,Klaus Handsome
1014322,Robin Hannibal,Robin Hannibal
1133527,Bjarne Jes Hansen,Bjarne Jes Hansen
448021,Viggo Happel,Viggo Happel
800052,Robert Hauschildt,Robert Hauschildt
953745,Hugo Helmig,Hugo Helmig
168070,Thomas Helmig,Thomas Helmig
234966,Johannes Helms (forfatter),Johannes Helms
244916,Andreas Hemmeth,Andreas Hemmeth
34753,Poul Henningsen,Poul Henningsen
266249,Heidi Herløw,Heidi Herløw
946238,Casper Holm,Casper Holm
235556,Søren Huss,Søren Huss
176774,Inez,Inez
341271,Lars Iversen,Lars Iversen
993109,Jada,Jada
740023,Hans Valther Jantzen,Hans Valther Jantzen
800043,Jonas Jeberg,Jonas Jeberg
294423,Jesper Jensen (forfatter),Jesper Jensen
409028,Simon Jensen,Simon Jensen
262999,Juliane Marie Jessen,Juliane Marie Jessen
894569,Johnny Jam & Delgado,Johnny Jam & Delgado
983807,Julie & Nina,Julie & Nina
510266,Christian Juncker,Christian Juncker
159076,Nis P. Jørgensen,Nis P. Jørgensen
158815,Steen Jørgensen (sanger),Steen Jørgensen
425089,Kenneth Karlin,Kenneth Karlin
486346,Marie Key,Marie Key
292425,Anders Krag Kjeldsen,Anders Krag Kjeldsen
51436,Søren Kragh-Jacobsen,Søren Kragh-Jacobsen
946475,Michael Kratz,Michael Kratz
697052,Stig Kreutzfeldt,Stig Kreutzfeldt
263996,Sven Møller Kristensen,Sven Møller Kristensen
708130,Mads B.B. Krog,Mads B.B. Krog
162909,Paw Lagermann,Paw Lagermann
1000998,Morten Langebæk,Morten Langebæk
996006,Hjalmer Larsen,Hjalmer Larsen
31493,Kim Larsen,Kim Larsen
1084329,Mona Larsen,Mona Larsen
1165787,Ida Laurberg,Ida Laurberg
330002,Jeppe Laursen,Jeppe Laursen
303409,Jonas Winge Leisner,Jonas Winge Leisner
562435,Peder Søren Lemche,Peder Søren Lemche
496055,Torben Lendager,Torben Lendager
850029,Erik Leth,Erik Leth
53521,Lars Lilholt,Lars Lilholt
413376,Lasse Lindorff,Lasse Lindorff
415727,Mark Linn,Mark Linn
928575,Jeppe Loftager,Jeppe Loftager
541641,Mogens Lorentzen,Mogens Lorentzen
472895,Bent Lumholt,Bent Lumholt
41197,Tom Lundén,Tom Lundén
1143151,Aage Lundvald,Aage Lundvald
320403,Viggo Madsen,Viggo Madsen
1126593,Claus Marcuslund,Claus Marcuslund
950599,Jesper Mechlenburg,Jesper Mechlenburg
233848,Medina (sanger),Medina
188302,A.C. Meyer,A.C. Meyer
338677,Leslie Ming,Leslie Ming
233829,Laura Mo,Laura Mo
435397,Barbara Moleko,Barbara Moleko
315402,Carl Møller (forfatter),Carl Møller
756219,Roland Møller,Roland Møller
984026,Jørgen Nancke,Jørgen Nancke
975832,Isabel Ndiaye,Isabel Ndiaye
557962,CS Nielsen,CS Nielsen
561201,Jens Nielsen (komponist),Jens Nielsen
496889,L.C. Nielsen,L.C. Nielsen
1126235,Bruger:Kris89r,Bruger:Kris89r
646821,Noah (duo),Noah
272436,Claus Norreen,Claus Norreen
705956,Coco O.,Coco O.
1044153,Andreas Odbjerg,Andreas Odbjerg
212529,Thøger Olesen,Thøger Olesen
346697,Jørgen Olsen (musiker),Jørgen Olsen
970126,Rasmus Elk Olsen,Rasmus Elk Olsen
1134058,Johan Ottosen,Johan Ottosen
492951,Tania Ovesen,Tania Ovesen
826385,Leif Pedersen,Leif Pedersen
121494,Martin Petersen (forfatter),Martin Petersen
450407,Knud Pheiffer,Knud Pheiffer
542081,Poul Johannes Phønixberg,Poul Johannes Phønixberg
419280,Adam Powers,Adam Powers
263868,Adam Price,Adam Price
1151007,Nikolaj Paakjær,Nikolaj Paakjær
119647,Lina Rafn,Lina Rafn
640135,Raske Penge,Raske Penge
99094,Søren Rasted,Søren Rasted
191615,Pia Raug,Pia Raug
251611,Remee,Remee
1142975,Michael Rexen,Michael Rexen
101098,Bryan Rice,Bryan Rice
485051,Jascha Richter,Jascha Richter
759643,Andy Roda,Andy Roda
113481,Helge Rode,Helge Rode
776569,Charlotte Roel,Charlotte Roel
415764,Tamra Rosanes,Tamra Rosanes
98831,Pernille Rosendahl,Pernille Rosendahl
714465,Peter Rosendal,Peter Rosendal
328557,Christina Schilling,Christina Schilling
420841,Nicolai Seebach,Nicolai Seebach
190620,Lucas Sieber,Lucas Sieber
148770,Mikael Simpson,Mikael Simpson
432062,Clara Sofie,Clara Sofie
120337,Peter Sommer,Peter Sommer
391683,Soulshock,Soulshock
785735,Patrick Spiegelberg,Patrick Spiegelberg
245026,Nikolaj Steen,Nikolaj Steen
431596,Julie Steincke,Julie Steincke
454414,Julius Strandberg,Julius Strandberg
428836,Suriya,Suriya
155231,Saseline Sørensen,Saseline Sørensen
1127144,Karsten Thomsen (digter),Karsten Thomsen
888399,Jan Toftlund,Jan Toftlund
846774,Danni Toma,Danni Toma
207235,Poul-Henrik Trampe,Poul-Henrik Trampe
217470,Thomas Troelsen,Thomas Troelsen
110115,Jens Peter Tønder,Jens Peter Tønder
460314,Leif Varmark,Leif Varmark
914208,Sada Vidoo,Sada Vidoo
709129,Jonas Villumsen,Jonas Villumsen
254438,Sejr Volmer-Sørensen,Sejr Volmer-Sørensen
482070,Trinelise Væring,Trinelise Væring
521839,Wafande,Wafande
558936,Kim Wagner,Kim Wagner
445198,Sarah West,Sarah West
865534,Rune Westberg,Rune Westberg
427512,Lise Westzynthius,Lise Westzynthius
112606,Whigfield,Whigfield
476536,Niels Erik Wille,Niels Erik Wille
457719,Marcus Winther-John,Marcus Winther-John
522440,Stefan Wolffbrandt,Stefan Wolffbrandt
800276,Jules Wolfson,Jules Wolfson
479047,Xander (sanger),Xander
170178,David Abell,David Abell
170358,Hans Abrahamsen,Hans Abrahamsen
1022156,Grethe Agatz,Grethe Agatz
171964,Aksel Agerby,Aksel Agerby
561325,Thomas Agergaard,Thomas Agergaard
173147,Harald Agersnap,Harald Agersnap
828845,Maria Theresia Ahlefeldt,Maria Theresia Ahlefeldt
427394,Yo Akim,Yo Akim
970663,Jeanett Albeck,Jeanett Albeck
779455,Louise Alenius,Louise Alenius
173626,Georg Frederik Ferdinand Allen,Georg Frederik Ferdinand Allen
173628,Robert William Otto Allen,Robert William Otto Allen
173643,Arthur Ivan Allin,Arthur Ivan Allin
173677,Birgitte Alsted,Birgitte Alsted
173875,Herman Amberg,Herman Amberg
173869,Johan Amberg,Johan Amberg
173925,Aksel Andersen,Aksel Andersen
174336,Arvid Andersen,Arvid Andersen
41757,Benny Andersen,Benny Andersen
158787,Benny E. Andersen,Benny E. Andersen
174626,Eyvin Andersen,Eyvin Andersen
135696,Fritz Andersen,Fritz Andersen
174840,Hakon Andersen,Hakon Andersen
108402,Joachim Andersen (musiker),Joachim Andersen
172011,Johannes Andersen (musiker),Johannes Andersen
175058,Sophus Andersen,Sophus Andersen
60128,Lotte Anker,Lotte Anker
1045445,Kjartan Arngrim,Kjartan Arngrim
175581,Erik Bach (komponist),Erik Bach
160308,Kasper Bai,Kasper Bai
119984,Frans Bak,Frans Bak
177223,Carl Christian Nicolaj Balle,Carl Christian Nicolaj Balle
177410,Harald Balslev,Harald Balslev
177716,Emilius Bangert,Emilius Bangert
178018,Christian Barnekow (komponist),Christian Barnekow
171600,Sigurd Barrett,Sigurd Barrett
992528,Nanna Barslev,Nanna Barslev
179374,Christian Frederik Barth,Christian Frederik Barth
179376,Friedrich Philipp Carl August Barth,Friedrich Philipp Carl August Barth
179571,Wilhelm Herman Barth,Wilhelm Herman Barth
178259,Johan Bartholdy,Johan Bartholdy
71186,Rudolph Bay,Rudolph Bay
976789,Søren Bebe,Søren Bebe
1056682,Mathæus Bech,Mathæus Bech
180276,Julius Bechgaard,Julius Bechgaard
181031,Victor Bendix,Victor Bendix
915016,Ulle Bjørn Bengtsson,Ulle Bjørn Bengtsson
174917,Aske Bentzon,Aske Bentzon
181634,Jørgen Bentzon,Jørgen Bentzon
106520,Niels Viggo Bentzon,Niels Viggo Bentzon
182161,Nicolai Berendt,Nicolai Berendt
185108,Gunnar Berg (komponist),Gunnar Berg
60084,A.P. Berggreen,A.P. Berggreen
204401,Ilja Bergh,Ilja Bergh
186214,Rudolph Sophus Bergh,Rudolph Sophus Bergh
199632,Carl Bergstrøm-Nielsen,Carl Bergstrøm-Nielsen
97111,Niels Bernhart,Niels Bernhart
188904,Viggo Bielefeldt,Viggo Bielefeldt
978341,Søren Birch,Søren Birch
37236,Jodle Birge,Jodle Birge
200685,Ludvig Birkedal-Barfod,Ludvig Birkedal-Barfod
950860,Kåre Bjerkø,Kåre Bjerkø
199533,Erling Bjerno,Erling Bjerno
893094,Ditlev Trappo Saugmann Bjerregaard,Ditlev Trappo Saugmann Bjerregaard
1007072,Katinka Bjerregaard,Katinka Bjerregaard
240490,Thomas Blachman,Thomas Blachman
190399,Georg Carl Bohlmann,Georg Carl Bohlmann
247238,Elisabeth Boisen,Elisabeth Boisen
1149589,Michael Bojesen,Michael Bojesen
191591,Jørgen Ditleff Bondesen,Jørgen Ditleff Bondesen
191942,Helge Bonnén,Helge Bonnén
633381,Flemming Borby,Flemming Borby
193116,Melchior Borchgrevinck,Melchior Borchgrevinck
199903,Kim Borg,Kim Borg
197642,Axel Borup-Jørgensen,Axel Borup-Jørgensen
197956,Hans Brachrogge,Hans Brachrogge
86749,Steffen Brandt,Steffen Brandt
776541,Carl Braun (komponist),Carl Braun
194027,Ivar Bredal,Ivar Bredal
195156,Erling Brene,Erling Brene
642344,Gregers Brinch,Gregers Brinch
752421,Klaus Brinch,Klaus Brinch
203725,Viggo Brodersen,Viggo Brodersen
363697,Jon Bruland,Jon Bruland
199560,Kai Aage Bruun,Kai Aage Bruun
198749,Peter Bruun,Peter Bruun
36263,Martin Brygmann,Martin Brygmann
1098098,Clara Bryld,Clara Bryld
198899,Ole Buck,Ole Buck
688490,Ole Bundgaard,Ole Bundgaard
828247,Søren Bundgaard,Søren Bundgaard
200530,Carl Busch,Carl Busch
199738,Volkmar Busch,Volkmar Busch
25280,Dietrich Buxtehude,Dietrich Buxtehude
25220,Erik Bøgh,Erik Bøgh
1068449,Michael Bønsdorf,Michael Bønsdorf
106741,Hakon Børresen,Hakon Børresen
201197,Camillo Carlsen,Camillo Carlsen
151405,Henrik Carlsen,Henrik Carlsen
201662,Bernhard Christensen,Bernhard Christensen
800297,Mogens Christensen,Mogens Christensen
43910,Tim Christensen,Tim Christensen
201913,Asger Lund Christiansen,Asger Lund Christiansen
959259,Christian Christiansen (komponist),Christian Christiansen
202155,Henning Christiansen,Henning Christiansen
202055,Karl Clausen,Karl Clausen
438777,Thomas Clausen (musiker),Thomas Clausen
202021,Niels Clemmensen,Niels Clemmensen
202421,Adrian Petit Coclico,Adrian Petit Coclico
256096,Carl Cohn Haste,Carl Cohn Haste
930102,Jonas Colstrup,Jonas Colstrup
106111,Victor Cornelius,Victor Cornelius
203857,Fritz Crome,Fritz Crome
230230,Simoni Dall Croubelis,Simoni Dall Croubelis
202829,Balduin Dahl,Balduin Dahl
541655,Hans Dal,Hans Dal
203258,Nancy Dalberg,Nancy Dalberg
203471,Christian Danning,Christian Danning
119094,Peter Danstrup,Peter Danstrup
204514,Johan Darbes,Johan Darbes
204662,Christian Debois,Christian Debois
205571,Søffren Degen,Søffren Degen
206690,Peter Deutsch,Peter Deutsch
207112,Nathanael Diesel,Nathanael Diesel
106411,Édouard du Puy,Édouard du Puy
668189,Christine Dueholm,Christine Dueholm
209106,Otto Dütsch,Otto Dütsch
211116,Adolph Julius Eggers,Adolph Julius Eggers
288501,Søren Nils Eichberg,Søren Nils Eichberg
340501,Niels Eje,Niels Eje
213485,Henning Elbirk,Henning Elbirk
214514,Ejnar Emborg,Ejnar Emborg
214517,Harald Bjerg Emborg,Harald Bjerg Emborg
212214,Jens Laursøn Emborg,Jens Laursøn Emborg
214521,Jørgen Emborg,Jørgen Emborg
214511,Aage Emborg,Aage Emborg
106560,August Enna,August Enna
413142,Søren Eppler,Søren Eppler
174411,Poul Allin Erichsen,Poul Allin Erichsen
882883,Carsten Bo Eriksen,Carsten Bo Eriksen
214746,Morten Eskesen,Morten Eskesen
98734,Finn Evald,Finn Evald
292651,René Evald,René Evald
896948,Phillip Faber,Phillip Faber
111776,Jakob Fabricius,Jakob Fabricius
42457,Bent Fabricius-Bjerre,Bent Fabricius-Bjerre
1044301,Bo Feierskov,Bo Feierskov
225086,Johanne Fenger,Johanne Fenger
333696,Erik Fiehn,Erik Fiehn
219788,Frederik Foersom,Frederik Foersom
219811,Peter Christian Foersom,Peter Christian Foersom
998493,Dan Folke,Dan Folke
220358,Johan Foltmar,Johan Foltmar
220480,Ida Henriette da Fonseca,Ida Henriette da Fonseca
220787,Julius Foss,Julius Foss
217602,John Frandsen (født 1956),John Frandsen
220814,Axel Frederiksen,Axel Frederiksen
215487,Johan Henrik Freithoff,Johan Henrik Freithoff
413246,Jakob Freud-Magnus,Jakob Freud-Magnus
474118,Michael Friis (bassist),Michael Friis
374426,Ivar Frounberg,Ivar Frounberg
221675,Carl Johan Frydensberg,Carl Johan Frydensberg
222814,J.F. Frøhlich,J.F. Frøhlich
223156,Frederik Christian Funck,Frederik Christian Funck
223142,Peter Ferdinand Funck,Peter Ferdinand Funck
178143,Fuzzy,Fuzzy
229984,Carl Gottlob Füssel,Carl Gottlob Füssel
227774,Ingolf Gabold,Ingolf Gabold
225912,Axel W. Gade,Axel W. Gade
911,Jacob Gade,Jacob Gade
37879,Niels W. Gade,Niels W. Gade
108200,Johan Christian Gebauer,Johan Christian Gebauer
230735,Christian Geisler,Christian Geisler
228024,Christian Geist,Christian Geist
240909,Carl Ludvig Gerlach,Carl Ludvig Gerlach
228216,Georg Gerson,Georg Gerson
244314,W.H.R.R. Giedde,W.H.R.R. Giedde
232039,Lennart Ginman,Lennart Ginman
242477,Nicolo Gistou,Nicolo Gistou
228479,Christian Henrik Glass,Christian Henrik Glass
51116,Louis Glass,Louis Glass
352726,Jan Glæsel,Jan Glæsel
228594,Franz Glæser,Franz Glæser
229999,Joseph Glæser,Joseph Glæser
518526,Poul Godske,Poul Godske
735786,Henrik Goldschmidt,Henrik Goldschmidt
190064,Peder Gram (komponist),Peder Gram
230672,Axel Grandjean,Axel Grandjean
243968,Lars Graugaard,Lars Graugaard
327850,Sanne Graulund,Sanne Graulund
1122132,Lars Greve,Lars Greve
992935,Willy Grevelund,Willy Grevelund
244473,Michael Ehregott Grose,Michael Ehregott Grose
244567,Heinrich Ernst Grosmann,Heinrich Ernst Grosmann
157194,Jacob Groth,Jacob Groth
244819,Georg Grothe,Georg Grothe
231675,Launy Grøndahl,Launy Grøndahl
249148,Peter Grønland,Peter Grønland
153256,Steen Grøntved,Steen Grøntved
236521,Pelle Gudmundsen-Holmgreen,Pelle Gudmundsen-Holmgreen
217484,Bo Gunge,Bo Gunge
244844,Cornelius Gurlitt (komponist),Cornelius Gurlitt
222526,Hugo Gyldmark,Hugo Gyldmark
466376,Oskar Gyldmark,Oskar Gyldmark
153485,Sven Gyldmark,Sven Gyldmark
225641,Birger Wøllner Gaarn,Birger Wøllner Gaarn
253636,Sophus Hagen,Sophus Hagen
250797,Mads Hak,Mads Hak
339594,Noam Halby,Noam Halby
250341,Andreas Hallager,Andreas Hallager
251019,Sophus Halle,Sophus Halle
250624,Povl Hamburger,Povl Hamburger
112843,Asger Hamerik,Asger Hamerik
249824,Ebbe Hamerik,Ebbe Hamerik
250517,Margaret Hamerik,Margaret Hamerik
250855,Christian Julius Hansen,Christian Julius Hansen
527376,F.J. Hansen,F.J. Hansen
253012,Hans Hansen (komponist),Hans Hansen
150482,Mikkel Max Hansen,Mikkel Max Hansen
250963,Nicolaj Hansen,Nicolaj Hansen
520601,Ole Højer Hansen,Ole Højer Hansen
364139,Rasmus Hansen (komponist),Rasmus Hansen
252648,Thorvald Hansen (komponist),Thorvald Hansen
1054647,Vagn Henning Hansen,Vagn Henning Hansen
252682,Egil Harder,Egil Harder
255444,Knud Harder,Knud Harder
254176,August Wilhelm Hartmann,August Wilhelm Hartmann
184505,Emil Hartmann,Emil Hartmann
255227,Emma Hartmann,Emma Hartmann
106832,J.P.E. Hartmann,J.P.E. Hartmann
254166,Johan Ernst Hartmann,Johan Ernst Hartmann
253849,Johann Hartmann,Johann Hartmann
196671,Frank Hasselstroem,Frank Hasselstroem
882741,Diana Pereira Hay,Diana Pereira Hay
256203,Anton Hegner,Anton Hegner
256277,Ludvig Hegner,Ludvig Hegner
257301,Lars Hegaard,Lars Hegaard
257352,Jørgen Heide,Jørgen Heide
106823,Peter Heise,Peter Heise
467973,Bodil Heister,Bodil Heister
258087,Paul Hellmuth,Paul Hellmuth
168070,Thomas Helmig,Thomas Helmig
150529,Lasse Helner,Lasse Helner
258464,Carl Helsted,Carl Helsted
245254,Edvard Helsted,Edvard Helsted
258876,Gustav Helsted,Gustav Helsted
1068098,Jesper Hendze,Jesper Hendze
1041048,Henrik Hennings,Henrik Hennings
259173,Edgar Henrichsen,Edgar Henrichsen
259712,Roger Henrichsen,Roger Henrichsen
64091,Fini Henriques,Fini Henriques
260463,Robert Henriques,Robert Henriques
342705,Bent Hesselmann,Bent Hesselmann
932096,Ole Heyde,Ole Heyde
110256,Christian Hildebrandt,Christian Hildebrandt
261609,N.P. Hillebrandt,N.P. Hillebrandt
261779,Bjørn Hjelmborg,Bjørn Hjelmborg
755419,Caspar Christian Hoffmann,Caspar Christian Hoffmann
716841,Johan Michael Hoffmann,Johan Michael Hoffmann
784412,Joachim Holbek,Joachim Holbek
261204,Ludvig Holm,Ludvig Holm
262939,Mogens Winkel Holm,Mogens Winkel Holm
261216,Vilhelm Christian Holm,Vilhelm Christian Holm
11108,Vagn Holmboe,Vagn Holmboe
402152,Jexper Holmen,Jexper Holmen
324754,Bo Holten,Bo Holten
345708,Louis Hornbeck,Louis Hornbeck
150490,C.F.E. Horneman,C.F.E. Horneman
150798,Emil Horneman,Emil Horneman
319172,Bjarne Hoyer,Bjarne Hoyer
261877,Johan Hye-Knudsen,Johan Hye-Knudsen
978902,Søren Hyldgaard,Søren Hyldgaard
147850,Otto Hænning,Otto Hænning
249630,Georg Høeberg,Georg Høeberg
64095,Finn Høffding,Finn Høffding
412780,Knud Høgenhaven,Knud Høgenhaven
969204,Marie Højlund,Marie Højlund
868710,Erik Højsgaard,Erik Højsgaard
379471,Jens Hørsving,Jens Hørsving
1166742,John Høybye,John Høybye
389197,Ole Høyer,Ole Høyer
394424,Jan Irhøj,Jan Irhøj
144992,Johannes Erasmus Iversen,Johannes Erasmus Iversen
263896,Ejnar Jacobsen,Ejnar Jacobsen
190259,Jens Bjerre Jacobsen,Jens Bjerre Jacobsen
412582,Julius Jacobsen,Julius Jacobsen
349206,Ole Jacobsen (komponist),Ole Jacobsen
622912,André Jensen,André Jensen
142600,Niels Peter Jensen (komponist),Niels Peter Jensen
412572,Walther G. Jensen,Walther G. Jensen
255322,Knud Jeppesen,Knud Jeppesen
738144,Søren Dahl Jeppesen,Søren Dahl Jeppesen
554336,Thorald Jerichau,Thorald Jerichau
251217,Jørgen Jersild,Jørgen Jersild
413311,Olfert Jespersen,Olfert Jespersen
414862,Gunnar Johansen,Gunnar Johansen
414707,Emil Juel-Frederiksen,Emil Juel-Frederiksen
415694,Asger Juul,Asger Juul
931764,Per Juul,Per Juul
355193,Bo Lundby Jæger,Bo Lundby Jæger
66962,Karen Jønsson,Karen Jønsson
190151,Axel Jørgensen (komponist),Axel Jørgensen
415376,Erik Jørgensen (komponist),Erik Jørgensen
1128636,Peter Lindeman Jørgensen,Peter Lindeman Jørgensen
415750,Viggo Kalhauge,Viggo Kalhauge
379490,Ejnar Kanding,Ejnar Kanding
86770,Leif Kayser,Leif Kayser
419838,Franz Keyper,Franz Keyper
1149450,Willy Kierulff,Willy Kierulff
170022,Klaus Kjellerup,Klaus Kjellerup
274927,Axel Kjerulf,Axel Kjerulf
274914,Charles Kjerulf,Charles Kjerulf
910022,Per Krøis Kjærsgaard,Per Krøis Kjærsgaard
29634,Povl Kjøller,Povl Kjøller
203055,Paul von Klenau,Paul von Klenau
1024305,Kenneth Dahl Knudsen,Kenneth Dahl Knudsen
274082,Werner Knudsen,Werner Knudsen
884765,Jesper Koch (komponist),Jesper Koch
972901,Michael Kolster,Michael Kolster
134605,Anders Koppel,Anders Koppel
396627,Herman D. Koppel,Herman D. Koppel
96276,Thomas Koppel,Thomas Koppel
51436,Søren Kragh-Jacobsen,Søren Kragh-Jacobsen
819937,Lars Krarup (musiker),Lars Krarup
778988,Olivo Krause,Olivo Krause
708130,Mads B.B. Krog,Mads B.B. Krog
237836,Henrik Krogsgaard,Henrik Krogsgaard
368798,Erling Kroner,Erling Kroner
342563,P.C. Krossing,P.C. Krossing
416172,Johan Adam Krygell,Johan Adam Krygell
188605,Hans Ernst Krøyer,Hans Ernst Krøyer
639755,Jens Krøyer,Jens Krøyer
37999,Friedrich Kuhlau,Friedrich Kuhlau
187647,F.L.Æ. Kunzen,F.L.Æ. Kunzen
782953,Lotte Kærså,Lotte Kærså
287728,Morten Kærså,Morten Kærså
883150,Niels la Cour (komponist),Niels la Cour
351952,Jens Bodewalt Lampe,Jens Bodewalt Lampe
38457,P.E. Lange-Müller,P.E. Lange-Müller
702229,J.P. Langgaard,J.P. Langgaard
38656,Rued Langgaard,Rued Langgaard
419811,Siegfried Langgaard,Siegfried Langgaard
420279,Axel Waldemar Lanzky,Axel Waldemar Lanzky
288332,Lars Oluf Larsen,Lars Oluf Larsen
1158555,Magnus Larsson,Magnus Larsson
420049,Eduard Lassen,Eduard Lassen
86617,Thomas Laub,Thomas Laub
420378,Pierre Jean Laurent,Pierre Jean Laurent
416369,Laurids Lauridsen,Laurids Lauridsen
389826,Lasse Laursen,Lasse Laursen
1022273,Cathrine Legardh,Cathrine Legardh
265243,Jesper Winge Leisner,Jesper Winge Leisner
350773,Peter Mandrup Lem,Peter Mandrup Lem
420534,Gustav Adolph Lembcke,Gustav Adolph Lembcke
420625,Frederik Carl Lemming,Frederik Carl Lemming
420867,Bernhard Lewkovitch,Bernhard Lewkovitch
490842,Hans-Henrik Ley,Hans-Henrik Ley
252497,Axel Liebmann,Axel Liebmann
252443,Nanna Liebmann,Nanna Liebmann
53521,Lars Lilholt,Lars Lilholt
420888,Andreas Frederik Lincke,Andreas Frederik Lincke
537829,Otto Lington,Otto Lington
15212,Anne Linnet,Anne Linnet
405729,Nis-Edwin List-Petersen,Nis-Edwin List-Petersen
121685,Anthony Lledo,Anthony Lledo
759844,Martin Lohse,Martin Lohse
351966,Jens Lolle,Jens Lolle
250403,Bent Lorentzen,Bent Lorentzen
321126,Jakob Lorentzen,Jakob Lorentzen
1032429,Ole Luk,Ole Luk
421002,Carl Lumbye,Carl Lumbye
421235,Georg Lumbye,Georg Lumbye
112623,H.C. Lumbye,H.C. Lumbye
917115,Tippe Lumbye,Tippe Lumbye
952870,Emilius Lund,Emilius Lund
421795,Gudrun Lund,Gudrun Lund
41197,Tom Lundén,Tom Lundén
120836,Lasse Lunderskov,Lasse Lunderskov
291977,Frederikke Løvenskiold,Frederikke Løvenskiold
340759,Herman Severin Løvenskiold,Herman Severin Løvenskiold
875985,Allan Gravgaard Madsen,Allan Gravgaard Madsen
422072,Axel Madsen,Axel Madsen
430461,Jesper Madsen,Jesper Madsen
422121,N.K. Madsen-Stensgaard,N.K. Madsen-Stensgaard
422373,Jan Maegaard,Jan Maegaard
76505,Frederik Magle,Frederik Magle
422617,Jørgen Malling,Jørgen Malling
252206,Otto Malling,Otto Malling
788871,Jens-Ole Malmgren,Jens-Ole Malmgren
423152,Carl Julius Malmquist,Carl Julius Malmquist
